Designator,Mid X,Mid Y,Rotation,Layer
C1,17.78,11.43,180.0,top
C2,9.525,9.525,270.0,top
C3,6.94,9.525,0.0,top
C4,6.94,8.255,0.0,top
D1,17.78,8.89,0.0,top
J1,12.7,3.81,0.0,top
R1,4.445,8.128,0.0,top
R2,20.955,8.128,180.0,top
R3,9.525,12.065,0.0,top
R4,6.94,10.795,180.0,top
R5,6.94,12.065,180.0,top
SW1,5.08,3.175,90.0,top
SW2,20.32,3.175,90.0,top
U1,12.7298,19.985,0.0,top
U2,12.954,10.16,0.0,top
